type,text
ham,Pls send me your address sir.
ham,Ya it came a while ago
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Still at west coast... Haiz... u'll take forever to come back...
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
ham,Not..tel software name..
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
ham,Just finished eating. Got u a plate. NOT leftovers this time.
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
ham,Don know. I did't msg him recently.
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
ham,"That's the trouble with classes that go well - you're due a dodgey one ... Expecting mine tomo! See you for recovery, same time, same place "
ham,Yo we are watching a movie on netflix
ham,No calls..messages..missed calls
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
ham,:-) :-)
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  # rs and il be getiing  # rs..i can draw my acc wen it is  # rs.."
ham,Lol its ok I didn't remember til last nite
ham,So wat's da decision?
ham,But if she.s drinkin i'm ok.
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= #  9+2+4= #  8+6+3= #  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
ham,Mmm so yummy babe ... Nice jolt to the suzy
ham,Designation is software developer and may be she get chennai:)
ham,Sounds great! Im going to sleep now. Have a good night!
ham,Wait.i will come out.. #  min:)
ham,Wish u many many returns of the day.. Happy birthday vikky..
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge
ham,Today am going to college so am not able to atten the class.
spam,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
ham,I need details about that online job.
ham,Whos this am in class:-)
ham,Wot is u up 2 then?
ham,No problem. How are you doing?
spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  # .irritating  # .lovable. reply me..
ham,I'll talk to the others and probably just come early tomorrow then
spam,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
ham,"Ya ok, then had dinner?"
ham,Feb  #  is I LOVE U day. Send dis to all ur VALUED FRNDS evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr
ham,Ok... Sweet dreams...
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
ham, #  in mca. But not conform.
ham,I could ask carlos if we could get more if anybody else can chip in
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
ham,Still i have not checked it da. . .
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
ham,Ok lor but not too early. Me still having project meeting now.
ham,Anything lor if they all go then i go lor...
ham,"Haven't seen my facebook, huh? Lol!"
ham,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. #  Petrol-Rs. #  Beer-Rs. #  SHESIL  #
ham,Are you still getting the goods.
ham,He chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
ham,Hahaha..use your brain dear
ham,LOL that would be awesome payback.
ham,Havent still waitin as usual... u come back sch oredi?
ham,Why don't you wait 'til at least wednesday to see if you get your .
ham,Thought we could go out for dinner. I'll treat you! Seem ok?
ham,"Hey babe, my friend had to cancel, still up for a visit ?"
ham,I am 6 ft. We will be a good combination!
ham,You have got tallent but you are wasting.
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
ham,I've been trying to reach him without success
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
ham,I cant pick the phone right now. Pls send a message
ham,Having lunch:)you are not in online?why?
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
ham,Dear where you will be when i reach there
ham,Should I have picked up a receipt or something earlier
ham,DO U WANT 2 MEET UP 2MORRO
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
ham,Im just wondering what your doing right now?
ham,What's the significance?
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
ham,Is ur lecture over?
ham,Me n him so funny...
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes & fills those gaps by holding your hand with LOVE..!"
ham,"Sorry, I'll call later"
ham,K I'll be there before 4.
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,I not busy juz dun wan 2 go so early.. Hee.. 
ham,Sos! Any amount i can get pls.
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
ham,When did you get to the library
ham,Ok then i come n pick u at engin?
ham,Oh k.k..where did you take test?
ham,"Sure, I'll see if I can come by in a bit"
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
ham,And you! Will expect you whenever you text! Hope all goes well tomo 
ham,S:)no competition for him.
ham,I had askd u a question some hours before. Its answer
ham,u mean it's confirmed... I tot they juz say oni... Ok then... 
ham,Y de asking like this.
ham,Do u knw dis no. # ?
ham,Kinda. First one gets in at twelve! Aah. Speak tomo
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,"One of best dialogue in cute reltnship..!! Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson & then conducts exam, But Life first conducts Exam & then teaches Lessons. Happy morning. . ."
ham,"Aight, text me tonight and we'll see what's up"
ham,Another month. I need chocolate weed and alcohol.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
ham,"If e timing can, then i go w u lor..."
ham,Exactly. Anyways how far. Is jide her to study or just visiting
ham,K.k:)advance happy pongal.
ham,i dnt wnt to tlk wid u
ham,Same as kallis dismissial in 2nd test:-).
ham,Where are the garage keys? They aren't on the bookshelf
ham,K..k:)how much does it cost?
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 
ham,I surely dont forgot to come:)i will always be in touch in with you:-)
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT & HAVE A NICE SLEEP..SWEET DREAMS..
ham,"The affidavit says  #  E Twiggs St, division g, courtroom  # , TIME  AM. I'll double check and text you again tomorrow"
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
ham,"Sorry, I'll call later In meeting."
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
ham,Huh so late... Fr dinner?
ham,U repeat e instructions again. Wat's e road name of ur house?
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
ham,DO NOT B LATE LOVE MUM
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,WHO ARE YOU SEEING?
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham,When u login dat time... Dad fetching u home now?
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
ham,Y so late but i need to go n get da laptop...
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
ham,What part of don't initiate don't you understand
ham,"Haha yeah I see that now, be there in a sec"
ham,"Yup. Anything lor, if u dun wan it's ok..."
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
ham,I fetch yun or u fetch?
ham,Nope... Think i will go for it on monday... Sorry i replied so late
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
ham,No need to ke qi... u too bored izzit y suddenly thk of this...
ham,"Right on brah, see you later"
ham,"How long has it been since you screamed, princess?"
ham,Well I might not come then...
ham,"[...] anyway, many good evenings to u! s"
ham,Don know:)this week i'm going to tirunelvai da.
ham,How come guoyang go n tell her? Then u told her?
ham,Depends on where u going lor.
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
ham,Are you up for the challenge? I know i am :)
ham,Nobody names their penis a girls name this story doesn't add up at all
ham,Actually i'm waiting for 2 weeks when they start putting ad.
ham,"Ya tel, wats ur problem.."
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
ham,I'm at home. Please call
ham,Dear i am not denying your words please
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
ham,Pls accept me for one day. Or am begging you change the number.
ham,Wish i were with you now!
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
ham,"Yeah probably, I still gotta check out with leo"
ham,Watching telugu movie..wat abt u?
ham,Nite...
ham,Shb b ok lor... Thanx...
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
ham,NEFT Transaction with reference number  #  for Rs. DECIMAL  has been credited to the beneficiary account on  #  at  TIME : #
ham,I said its okay. Sorry
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
ham,Howz that persons story
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
ham,Guess he wants alone time. We could just show up and watch when they do..
ham,There r many model..sony ericson also der.. # ..it luks good bt i forgot modl no
ham,Boy you best get out here quick
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
ham,"I call you later, don't have network. If urgnt, sms me."
ham,What time should I tell my friend to be around?
ham,So when do you wanna gym?
ham,U 2.
ham,babe ... What happened to you ? How come you never came back?
ham,Hi Petey!noi’m ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  # .joker face.
ham,Now? I'm going out 4 dinner soon..
ham,Mm that time you dont like fun
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
ham,Get ready to put on your excellent sub face :)
ham,But i'm really really broke oh. No amount is too small even  # 
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
ham,I re-met alex nichols from middle school and it turns out he's dealing!
ham,And now electricity just went out fml.
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop"
ham,U still going to the mall?
ham,Are you available for soiree on June 3rd?
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,She ran off with a younger man. we will make pretty babies together :)
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
ham,I'm really not up to it still tonight babe
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
ham,"Ta-Daaaaa! I am home babe, are you still up ?"
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
ham,Have a good evening! Ttyl
ham,"Dude u knw also telugu..thts gud..k, gud nyt.."
ham,"Just looked it up and addie goes back Monday, sucks to be her"
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
ham,I'm in class. Did you get my text.
ham,Ok i am on the way to railway
ham,Did u see what I posted on your Facebook?
ham,Pls go there today  # . I dont want any excuses
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
ham,Lol wtf random. Btw is that your lunch break
ham,Yeah that's the impression I got
ham,4 oclock at mine. Just to bash out a flat plan.
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
ham,I'm putting it on now. It should be ready for  TIME 
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
ham,That seems unnecessarily affectionate
ham,Oh k k:)but he is not a big hitter.anyway good
ham,Guess who spent all last night phasing in and out of the fourth dimension
ham,Sent me de webadres for geting salary slip
ham,No probably  # %.
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
ham,Okie
ham,have * good weekend.
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?
ham,Ofcourse I also upload some songs
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,"Haha awesome, be there in a minute"
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
ham,"I dont knw pa, i just drink milk.."
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,I'm home. Doc gave me pain meds says everything is fine.
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy babe. How about we go slo n hard! Txt XXX SLO(4msgs)
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ...  I will be with YOU  Wherevr.. Whenevr.. Forevr... Gudnyt dear..
ham,Hai dear friends... This is my new & present number..:) By Rajitha Raj (Ranju)
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
ham,I had askd u a question some hours before. Its answer
ham,Then why no one talking to me
ham,Ok...
ham,Thanks chikku..:-) gud nyt:-*
ham,Hey you can pay. With salary de. Only  # .
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! "
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
ham,Yes princess! I want to catch you with my big strong hands...
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
ham,"Arms fine, how's Cardiff and uni? "
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
ham,I'm home. Ard wat time will u reach?
ham,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic
ham,"babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
ham,"That's what I love to hear :V see you sundayish, then"
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
ham,I love u 2 my little pocy bell I am sorry but I love u
ham,Lol they were mad at first but then they woke up and gave in.
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,"Jay wants to work out first, how's 4 sound?"
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
ham,Wife.how she knew the time of murder exactly
ham,"Well, I was about to give up cos they all said no they didn€˜t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
ham,"I can't, I don't have her number!"
ham,Jus finished avatar nigro
ham,It should take about  #  min
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
ham,Where's my boytoy? I miss you ... What happened?
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
ham,Where at were hungry too
ham,"I'd say that's a good sign but, well, you know my track record at reading women"
ham,Printer is cool. I mean groovy. Wine is groovying
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot u not interested.
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
ham,"Very hurting n meaningful lines ever: I compromised everything for my love, But at d end my love compromised me for everything:-(.. Gud mornin:-)"
ham,Yeah we do totes. When u wanna?
ham,K.k.this month kotees birthday know?
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,You best watch what you say cause I am drunk
ham,Double eviction this week - Spiral and Michael and good riddance to them!
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
ham,# ISH MINUTES WAS 5 MINUTES AGO. WTF.
ham,Well that must be a pain to catch
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
ham,I will reach before ten morning
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way
ham,Right it wasnt you who phoned it was someone with a number like yours!
ham,Thanx 4 sending me home...
ham,How's ur paper?
ham,Both :) i shoot big loads so get ready!
ham,Guai... u shd haf seen him when he's naughty... u so free today? Can go jogging...
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  # th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  # . Is there a way i could get that from you, till mid march when i hope to pay back."
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
ham,Havent.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
ham,I don't run away frm u... I walk slowly & it kills me that u don't care enough to stop me...
ham,"Aight, call me once you're close"
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
ham,Hey you around? I've got enough for a half + the ten I owe you
ham,Thats cool. Where should i cum? On you or in you? :)
ham,How is your schedule next week? I am out of town this weekend.
ham,Yup no more already... Thanx 4 printing n handing it up.
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
ham,"sorry brah, just finished the last of my exams, what up"
ham,"You are always putting your business out there. You put pictures of you on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
ham,What time you coming down later? 
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
ham,"Uh, heads up we don't have THAT much left"
ham,Dont worry. I guess he's busy.
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps 
ham,"And very importantly, all we discuss is between u and i only."
ham,But i have to. I like to have love and arrange.
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
ham,I just really need before tomorrow and I know you won't be awake before like 6
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP
ham,I've not sent it. He can send me.
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
ham,how are you? I miss you!
ham,Ok i msg u b4 i leave my house.
ham,"It's ok, at least armand's still around"
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
ham,Somebody set up a website where you can play hold em using eve online spacebucks
ham,"If i let you do this, i want you in the house by 8am."
ham,Headin towards busetop
ham,I've reached home finally...
ham,R we going with the  #  bus?
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,"Haha just kidding, papa needs drugs"
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham,The wine is flowing and i'm i have nevering..
spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
ham,"Yeah why not, is the gang all ready"
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
ham,Anytime...
ham,Me fine..absolutly fine
ham,How will I creep on you now? ;_;
